GET_ALL_VEHICLES,2025-06-01 22:48:34
GET_ALL_VEHICLES,2025-06-01 22:55:37
GET_ALL_VEHICLES,2025-06-01 22:56:14
GET_ALL_DEALERSHIPS,2025-06-01 22:56:22
GET_ALL_VEHICLES,2025-06-01 23:11:54
GET_ALL_VEHICLES,2025-06-01 23:39:09
GET_ALL_VEHICLES,2025-06-01 23:39:10
GET_ALL_VEHICLES,2025-06-01 23:39:11
GET_ALL_VEHICLES,2025-06-01 23:44:01
GET_ALL_VEHICLES,2025-06-01 23:49:37
GET_ALL_VEHICLES,2025-06-01 23:53:19
GET_ALL_VEHICLES,2025-06-01 23:54:48
DELETE_VEHICLE,2025-06-01 23:55:00
GET_ALL_VEHICLES,2025-06-01 23:58:26
DELETE_EMPLOYEE,2025-06-01 23:58:32
